"","species_ID","species_name"
"3620",19410,"Reithrodontomys megalotis"
"3621",20761,"Rattus verecundus"
"3627",136237,"Microtus anatolicus"
"3628",136717,"Cebus nigritus"
"3629",136650,"Myotis occultus"
"3630",41521,"Mico humeralifer"
"3631",2957,"Brachiones przewalskii"
"3632",21522,"Taterillus congicus"
"3633",138,"Acerodon humilis"
"3635",29662,"Sorex caecutiens"
"3642",136729,"Akodon leucolimnaeus"
"3644",136236,"Neusticomys ferreirai"
"3645",19771,"Rupicapra pyrenaica"
"3651",5568,"Crocidura kivuana"
"3652",5823,"Ctenomys porteousi"
"3653",5815,"Ctenomys minutus"
"3656",14158,"Myotis fimbriatus"
"3661",6985,"Callistomys pictus"
"3663",13119,"Protochromys fellowsi"
"3664",136773,"Uromys boeadii"
"3666",136741,"Pipistrellus hesperidus"
"3698",41527,"Cormura brevirostris"
"3700",4766,"Chlorotalpa sclateri"
"3704",41262,"Ochotona himalayana"
"3705",6564,"Diclidurus scutatus"
"3706",21100,"Styloctenium wallacei"
"3714",41462,"Euroscaptor micrura"
"3722",136550,"Cryptotis peregrina"
"3724",14823,"Niviventer lepturus"
"3728",41492,"Tupaia belangeri"
"3731",5638,"Crocidura ultima"
"3732",6441,"Dendromus kivu"
"3734",14171,"Myotis keenii"
"3752",39947,"Saguinus fuscicollis"
"3766",14541,"Neophascogale lorentzii"
"3767",15010,"Nyctophilus timoriensis"
"3775",11519,"Leopoldamys neilli"
"3778",39874,"Trachypithecus germaini"
"3781",14288,"Myzopoda aurita"
"3785",8827,"Galenomys garleppi"
"3787",550,"Aepyceros melampus"
"3791",15324,"Ondatra zibethicus"
"3795",20023,"Sciurus stramineus"
"3796",3592,"Callosciurus albescens"
"3797",5523,"Cricetulus alticola"
"3798",16872,"Phaner furcifer"
"3799",12703,"Malacomys edwardsi"
"3801",15007,"Nyctophilus microdon"
"3804",41301,"Sylvilagus obscurus"
"3810",136418,"Leopoldamys milleti"
"3811",15596,"Oryzomys gorgasi"
"3814",1802,"Aotus miconax"
"3815",41389,"Sorex bendirii"
"3818",41423,"Sorex ugyunak"
"3819",10164,"Hipposideros sumbae"
"3826",14003,"Musonycteris harrisoni"
"3827",14150,"Myotis californicus"
"3828",21771,"Thomasomys bombycinus"
"3829",21983,"Tonatia bidens"
"3831",21774,"Thomasomys daphne"
"3832",8385,"Euroscaptor mizura"
"3861",14085,"Myocastor coypus"
"3874",12553,"Macaca maura"
"3875",21151,"Sundamys maxi"
"3876",20299,"Sminthopsis fuliginosus"
"3877",44929,"Pipistrellus deserti"
"3881",7670,"Emballonura alecto"
"3927",3917,"Carpomys melanurus"
"3928",13211,"Mesembriomys gouldii"
"3932",41279,"Lepus coreanus"
"3933",11061,"Kunsia tomentosus"
"3934",571,"Aethomys hindei"
"3935",136627,"Lasiurus minor"
"3937",18117,"Praomys misonnei"
"3938",42600,"Dipodomys heermanni"
"3939",5636,"Crocidura picea"
"3940",9128,"Gerbillus hesperinus"
"3941",136259,"Chodsigoa caovansunga"
"3942",136359,"Melomys paveli"
"3943",21154,"Sundasciurus fraterculus"
"3947",44703,"Muntiacus vuquangensis"
"3952",136702,"Coendou quichua"
"3954",136836,"Paranyctimene tenax"
"3957",557,"Aeromys thomasi"
"3958",14603,"Neotragus batesi"
"3961",40546,"Sminthopsis macroura"
"3962",40028,"Micronycteris brosseti"
"3963",10826,"Indri indri"
"3964",136583,"Reithrodon typicus"
"3993",18560,"Pseudomys australis"
"3994",19530,"Rhinolophus celebensis"
"4007",41623,"Rhynchogale melleri"
"4009",42618,"Dicrostonyx groenlandicus"
"4017",45054,"Hylomyscus grandis"
"4018",12942,"Megadontomys thomasi"
"4019",16203,"Paraxerus alexandri"
"4021",21141,"Suncus ater"
"4022",13124,"Paramelomys levipes"
"4023",19323,"Rattus baluensis"
"4024",16894,"Phascolosorex dorsalis"
"4027",40019,"Cebus kaapori"
"4028",7619,"Eliomys melanurus"
"4041",9124,"Gerbillus gleadowi"
"4042",16653,"Peromyscus bullatus"
"4043",136313,"Dremomys gularis"
"4044",4685,"Chiropotes albinasus"
"4045",13381,"Trinycteris nicefori"
"4050",19474,"Rheithrosciurus macrotis"
"4051",4647,"Chimarrogale hantu"
"4054",11619,"Lepilemur microdon"
"4055",14141,"Myotis altarium"
"4056",18732,"Pteropus livingstonii"
"4058",9422,"Hyladelphys kalinowskii"
"4064",42660,"Elephantulus fuscus"
"4065",12753,"Mandrillus leucophaeus"
"4070",14825,"Niviventer rapit"
"4071",42564,"Spermophilus tridecemlineatus"
"4074",40593,"Hemicentetes semispinosus"
"4075",10053,"Hippocamelus antisensis"
"4078",15650,"Otomops secundus"
"4081",29485,"Murina ryukyuana"
"4084",3618,"Calomyscus bailwardi"
"4085",714,"Ailurus fulgens"
"4087",9135,"Gerbillus mesopotamiae"
"4088",136242,"Meles anakuma"
"4091",16270,"Parotomys brantsii"
"4092",3596,"Callosciurus finlaysonii"
"4096",22806,"Uromys rex"
"4097",39553,"Glaucomys sabrinus"
"4111",6928,"Pseudalopex gymnocercus"
"4112",13523,"Millardia kathleenae"
"4113",6285,"Dasyprocta mexicana"
"4116",136595,"Ctenomys sylvanus"
"4118",13650,"Molossus sinaloae"
"4120",14222,"Myrmecobius fasciatus"
"4128",40555,"Lasiorhinus latifrons"
"4144",41658,"Mustela putorius"
"4150",15249,"Oligoryzomys griseolus"
"4151",19540,"Rhinolophus euryotis"
"4169",23051,"Vulpes corsac"
"4170",136748,"Galea monasteriensis"
"4171",16651,"Peromyscus aztecus"
"4174",14932,"Nycteris javanica"
"4178",21799,"Thomomys bottae"
"4183",10753,"Hystrix pumila"
"4185",18720,"Pteropus chrysoproctus"
"4196",3591,"Callosciurus adamsi"
"4197",3916,"Carpomys phaeurus"
"4198",7901,"Epomophorus angolensis"
"4199",12762,"Smutsia gigantea"
"4209",13048,"Melanomys zunigae"
"4210",1790,"Antrozous pallidus"
"4212",12656,"Macruromys major"
"4214",5571,"Crocidura longipes"
"4215",7953,"Equus kiang"
"4216",278,"Aconaemys fuscus"
"4217",18299,"Proechimys simonsi"
"4218",14021,"Mustela nivalis"
"4261",136666,"Notiosorex cockrumi"
"4262",15654,"Otomys irroratus"
"4264",21356,"Tamias bulleri"
"4265",2888,"Bos javanicus"
"4301",29672,"Martes foina"
"4312",7908,"Epomops dobsonii"
"4315",1087,"Neamblysomus gunningi"
"4316",136696,"Dendrolagus pulcherrimus"
"4319",136831,"Muntiacus montanus"
"4323",10170,"Hippotragus niger"
"4325",13159,"Meriones arimalius"
"4326",19408,"Reithrodontomys gracilis"
"4327",19519,"Rhinolophus mehelyi"
"4396",19552,"Rhinolophus marshalli"
"4398",20416,"Chodsigoa salenskii"
"4399",13445,"Microtus mongolicus"
"4400",136273,"Notiosorex evotis"
"4401",23049,"Vulpes bengalensis"
"4402",15652,"Otomys angoniensis"
"4407",21103,"Stylodipus telum"
"4419",5628,"Crocidura flavescens"
"4420",270,"Acomys mullah"
"4421",136749,"Cryptonanus unduaviensis"
"4422",2983,"Brachyphylla nana"
"4429",5614,"Crocidura paradoxura"
"4430",6982,"Phyllomys lamarum"
"4432",136295,"Ctenomys coyhaiquensis"
"4434",13695,"Monodelphis iheringi"
"4435",21520,"Gerbilliscus validus"
"4436",42581,"Tamias sonomae"
"4437",5084,"Coendou nycthemera"
"4439",136543,"Trinomys moojeni"
"4440",10009,"Heteromys nelsoni"
"4441",136548,"Natalus major"
"4443",136779,"Sorex maritimensis"
"4444",21511,"Gerbilliscus brantsii"
"4445",20392,"Sorex macrodon"
"4447",5145,"Colobus satanas"
"4450",1589,"Murexia habbema"
"4451",7655,"Ellobius lutescens"
"4452",6980,"Phyllomys dasythrix"
"4454",5622,"Crocidura bottegoides"
"4456",14928,"Nycteris gambiensis"
"4458",16664,"Peromyscus guardia"
"4462",21175,"Sus cebifrons"
"4468",21693,"Thallomys shortridgei"
"4469",39840,"Semnopithecus schistaceus"
"4471",15592,"Oryzomys couesi"
"4475",6089,"Cynomys mexicanus"
"4498",1900,"Apodemus ponticus"
"4499",39993,"Procolobus rufomitratus"
"4517",9740,"Harpyionycteris whiteheadi"
"4537",14914835,"Isothrix barbarabrownae"
"4538",18354,"Propithecus verreauxi"
"4539",136821,"Reithrodontomys bakeri"
"4540",19608,"Rhipidomys fulviventer"
"4541",136643,"Moschus anhuiensis"
"4542",41309,"Sylvilagus cognatus"
"4543",12548,"Macaca arctoides"
"4555",16669,"Peromyscus leucopus"
"4559",20743,"Stenoderma rufum"
"4564",17349,"Pipistrellus macrotis"
"4568",45047,"Myosorex kihaulei"
"4569",13173,"Meriones zarudnyi"
"4570",136629,"Phyllotis limatus"
"4571",13966,"Mus macedonicus"
"4575",41702,"Genetta tigrina"
"4576",42598,"Thomomys townsendii"
"4580",4308,"Chaerephon bivittatus"
"4581",14122,"Eospalax smithii"
"4582",29656,"Crocidura suaveolens"
"4594",14138,"Myotis adversus"
"4612",16691,"Peromyscus spicilegus"
"4613",19516,"Rhinolophus euryale"
"4627",7799,"Caryomys eva"
"4628",44853,"Pipistrellus crassulus"
"4632",136361,"Chaetodipus lineatus"
"4633",19484,"Rheomys mexicanus"
"4637",40488,"Ornithorhynchus anatinus"
"4642",41562,"Callicebus torquatus"
"4643",136644,"Rhinolophus formosae"
"4644",10148,"Hipposideros maggietaylorae"
"4652",19710,"Rhyncholestes raphanurus"
"4654",6664,"Santamartamys rufodorsalis"
"4655",15659,"Otomys sloggetti"
"4656",41543,"Aotus trivirgatus"
"4657",9467,"Graomys griseoflavus"
"4704",18533,"Pseudohydromys murinus"
"4707",19369,"Rattus tunneyi"
"4749",20026,"Sciurus yucatanensis"
"4750",3609,"Calomys boliviae"
"4752",41784,"Axis porcinus"
"4779",12869,"Mastomys shortridgei"
"4780",136527,"Cricetulus tibetanus"
"4783",41555,"Callicebus stephennashi"
"4784",14996,"Nyctinomops macrotis"
"4789",136351,"Epomophorus anselli"
"4791",41441,"Suncus stoliczkanus"
"4792",724,"Akodon affinis"
"4794",20191,"Sicista pseudonapaea"
"4795",18942,"Pygeretmus platyurus"
"4796",20386,"Sorex hosonoi"
"4803",40639,"Pseudochirulus forbesi"
"4804",14601,"Neotomys ebriosus"
"4805",20719,"Steatomys cuppedius"
"4807",18653,"Ptenochirus jagori"
"4836",21703,"Thamnomys kempi"
"4839",41023,"Mazama bororo"
"4841",22845,"Vandeleuria oleracea"
"4844",136772,"Tapecomys primus"
"4846",727,"Akodon bogotensis"
"4848",45058,"Lophuromys brevicaudus"
"4851",136514,"Miniopterus fuliginosus"
"4877",41355,"Crocidura roosevelti"
"4878",40577,"Cercartetus lepidus"
"4884",22575,"Tylomys tumbalensis"
"4885",19594,"Rhinopithecus avunculus"
"4888",40554,"Perameles nasuta"
"4895",42646,"Pseudohydromys musseri"
"4896",7674,"Emballonura monticola"
"4926",11498,"Lenomys meyeri"
"4927",39912,"Mico leucippe"
"4928",41440,"Suncus murinus"
"4998",6439,"Dendromus kahuziensis"
"4999",7904,"Epomophorus labiatus"
"5004",568,"Aethomys bocagei"
"5005",136593,"Rousettus linduensis"
"5006",41284,"Lepus peguensis"
"5007",14964,"Nyctimene certans"
"5014",735,"Abrothrix illuteus"
"5017",4143,"Philantomba monticola"
"5025",14191,"Myotis planiceps"
"5026",136362,"Apomys camiguinensis"
"5027",7015,"Echymipera clara"
"5029",19568,"Rhinolophus simulator"
"5034",19553,"Rhinolophus megaphyllus"
"5045",16709,"Peropteryx macrotis"
"5049",40509,"Metachirus nudicaudatus"
"5051",19575,"Rhinolophus virgo"
"5077",136439,"Petinomys mindanensis"
"5081",19742,"Romerolagus diazi"
"5100",20741,"Stenocephalemys griseicauda"
"5106",39828,"Pygathrix nigripes"
"5107",5760,"Cryptoprocta ferox"
"5108",7019,"Echymipera rufescens"
"5127",10851,"Irenomys tarsalis"
"5139",13648,"Molossus molossus"
"5172",9975,"Hesperoptenus blanfordi"
"5180",23141,"Xeromys myoides"
"5193",40643,"Leontopithecus chrysomelas"
"5195",39910,"Mico chrysoleucus"
"5196",41344,"Crocidura nigeriae"
"5201",136670,"Chelemys delfini"
"5203",41411,"Sorex planiceps"
"5206",13847,"Mops sarasinorum"
"5212",11618,"Lepilemur leucopus"
"5213",19686,"Rhombomys opimus"
"5219",15137,"Oecomys phaeotis"
"5220",15730,"Ourebia ourebi"
"5230",16684,"Peromyscus pectoralis"
"5231",1140,"Ammodillus imbellis"
"5232",136737,"Calomys fecundus"
"5233",13390,"Microperoryctes papuensis"
"5235",20190,"Sicista napaea"
"5239",41710,"Viverricula indica"
"5252",12796,"Margaretamys elegans"
"5254",20018,"Sciurus pucheranii"
"5256",3570,"Callithrix aurita"
"5257",136274,"Phyllomys mantiqueirensis"
"5258",10748,"Hystrix africaeaustralis"
"5259",10913,"Jaculus orientalis"
"5264",136837,"Chaetodipus rudinoris"
"5268",136201,"Tadarida kuboriensis"
"5269",5074,"Coelops frithii"
"5277",18502,"Pseudochirops archeri"
"5280",1681,"Antilope cervicapra"
"5282",21846,"Thryonomys gregorianus"
"5283",41639,"Galictis cuja"
"5286",18737,"Pteropus mariannus"
"5303",20489,"Spermophilus perotensis"
"5304",20599,"Sphaeronycteris toxophyllum"
"5306",29459,"Soricomys musseri"
"5308",2993,"Brachyteles arachnoides"
"5309",136322,"Zaglossus attenboroughi"
"5310",959,"Alticola tuvinicus"
"5322",19708,"Rhynchocyon petersi"
"5333",41466,"Mogera robusta"
"5334",9488,"Graphiurus ocularis"
"5335",14360,"Natalus stramineus"
"5343",41586,"Pseudalopex fulvipes"
"5345",4604,"Chelemys megalonyx"
"5346",17344,"Pipistrellus javanicus"
"5387",40544,"Sminthopsis hirtipes"
"5390",15005,"Nyctophilus heran"
"5391",40513,"Monodelphis brevicaudata"
"5392",21453,"Taphozous achates"
"5403",1620,"Anthops ornatus"
"5408",20718,"Steatomys caurinus"
"5409",20955,"Sturnira luisi"
"5411",41210,"Praomys degraaffi"
"5413",42595,"Thomomys clusius"
"5414",6445,"Dendromus messorius"
"5418",136302,"Abrocoma uspallata"
"5419",21378,"Tamiasciurus mearnsi"
"5420",61924,"Dasypus yepesi"
"5421",15091,"Octodontomys gliroides"
"5422",136528,"Pteropus keyensis"
"5425",16851,"Phalanger matanim"
"5426",136582,"Habromys ixtlani"
"5427",14026,"Mustela felipei"
"5428",44854,"Pipistrellus eisentrauti"
"5430",136246,"Pteropus yapensis"
"5431",8257,"Euneomys mordax"
"5432",16138,"Parantechinus apicalis"
"5436",22801,"Uromys caudimaculatus"
"5453",40505,"Marmosa murina"
"5462",41292,"Poelagus marjorita"
"5466",41414,"Sorex roboratus"
"5467",9561,"Gulo gulo"
"5482",16218,"Pardofelis marmorata"
"5499",6277,"Dasyprocta punctata"
"5501",136372,"Vandeleuria nilagirica"
"5503",136617,"Thylamys cinderella"
"5504",136792,"Crocidura lepidura"
"5505",21357,"Tamias durangae"
"5507",39915,"Aotus brumbacki"
"5508",13165,"Meriones meridianus"
"5511",136715,"Melomys caurinus"
"5513",41632,"Conepatus leuconotus"
"5514",20638,"Spilocuscus papuensis"
"5515",41612,"Herpestes fuscus"
"5518",136457,"Brucepattersonius misionensis"
"5519",136628,"Microgale jobihely"
"5520",42654,"Peromyscus polionotus"
"5526",10985,"Kerivoula picta"
"5543",41551,"Callicebus cupreus"
"5544",6925,"Pseudalopex sechurae"
"5547",8242,"Eumops bonariensis"
"5552",16507,"Pelomys isseli"
"5555",17003,"Phloeomys cumingi"
"5560",6509,"Desmodillus auricularis"
"5561",12646,"Macrotarsomys ingens"
"5562",2283,"Ateles paniscus"
"5564",42662,"Elephantulus myurus"
"5565",41394,"Sorex dispar"
"5570",15587,"Oreoryzomys balneator"
"5571",20215,"Sigmodon leucotis"
"5572",41442,"Suncus varilla"
"5574",41618,"Herpestes urva"
"5578",5806,"Ctenomys fulvus"
"5579",41631,"Conepatus humboldtii"
"5580",136228,"Salinomys delicatus"
"5583",10977,"Kerivoula lanosa"
"5584",19486,"Rheomys thomasi"
"5587",5526,"Cricetulus longicaudatus"
"5588",12349,"Lophuromys cinereus"
"5589",11503,"Leontopithecus caissara"
"5593",16707,"Peropteryx kappleri"
"5594",20476,"Spermophilus townsendii"
"5595",20009,"Sciurus gilvigularis"
"5598",1916,"Apomys sacobianus"
"5599",21786,"Thomasomys oreas"
"5600",12764,"Manis pentadactyla"
"5603",14303,"Naemorhedus griseus"
"5610",136587,"Pteralopex flanneryi"
"5615",136388,"Chrotomys sibuyanensis"
"5616",18758,"Pteropus scapulatus"
"5629",19517,"Rhinolophus ferrumequinum"
"5662",14660,"Nesokia bunnii"
"5663",14587,"Neotoma fuscipes"
"5664",20033,"Scleronycteris ega"
"5665",5587,"Crocidura wimmeri"
"5666",45090,"Praomys verschureni"
"5667",42666,"Meriones shawi"
"5668",6772,"Dobsonia beauforti"
"5676",39953,"Aotus zonalis"
"5677",20013,"Sciurus igniventris"
"5679",41640,"Galictis vittata"
"5683",18240,"Procolobus badius"
"5688",21465,"Taphozous theobaldi"
"5697",44934,"Scotophilus nucella"
"5700",9451,"Grammomys buntingi"
"5701",3038,"Bradypus variegatus"
"5702",13446,"Microtus montebelli"
"5708",14661,"Nesokia indica"
"5718",136345,"Thomasomys erro"
"5719",14863,"Notomys fuscus"
"5720",1789,"Bauerus dubiaquercus"
"5723",41384,"Sorex alaskanus"
"5724",16656,"Peromyscus crinitus"
"5726",21773,"Thomasomys cinereus"
"5727",4145,"Cephalophus niger"
"5728",18292,"Trinomys myosuros"
"5729",20688,"Srilankamys ohiensis"
"5732",13980,"Mus setulosus"
"5735",8205,"Eulemur cinereiceps"
"5740",16675,"Peromyscus mekisturus"
"5742",6794,"Dorcopsis atrata"
"5743",19368,"Rattus tiomanicus"
"5754",21221,"Sylvisorex morio"
"5755",13140,"Melonycteris woodfordi"
"5764",136533,"Tragulus williamsoni"
"5766",17570,"Platyrrhinus helleri"
"5768",5224,"Conilurus penicillatus"
"5773",3572,"Callithrix geoffroyi"
"5774",136305,"Trinomys mirapitanga"
"5775",13489,"Microtus subterraneus"
"5783",10548,"Hylobates lar"
"5790",13126,"Paramelomys mollis"
"5793",14958,"Nyctimene malaitensis"
"5795",135725,"Mus musculoides"
"5797",7938,"Vespadelus pumilus"
"5800",764,"Akodon torques"
"5801",15254,"Oligoryzomys vegetus"
"5802",20431,"Spalax graecus"
"5805",29473,"Pteralopex taki"
"5808",9277,"Glossophaga soricina"
"5812",5796,"Ctenomys australis"
"5813",41780,"Tragulus javanicus"
"5815",136700,"Rattus salocco"
"5816",136505,"Artibeus rosenbergii"
"5857",14829,"Noctilio albiventris"
"5858",12078,"Lionycteris spurrelli"
"5859",15051,"Ochotona nubrica"
"5860",136283,"Hylaeamys acritus"
"5861",10154,"Hipposideros pomona"
"5868",136556,"Ctenomys juris"
"5869",136797,"Spilogale gracilis"
"5870",18847,"Pudu mephistophiles"
"5872",2611,"Bassaricyon lasius"
"5873",22574,"Tylomys panamensis"
"5874",41690,"Arctictis binturong"
"5884",10004,"Heteromys anomalus"
"5890",14822,"Niviventer langbianis"
"5895",6299,"Dasyurus albopunctatus"
"5897",3859,"Cardioderma cor"
"5904",136205,"Oxymycterus amazonicus"
"5905",15933,"Pan troglodytes"
"5932",13839,"Mops congicus"
"5933",21879,"Thyroptera tricolor"
"5936",14119,"Myospalax myospalax"
"5938",15049,"Ochotona gaoligongensis"
"5939",21974,"Tolypeutes matacus"
"5940",10341,"Hyemoschus aquaticus"
"5943",20069,"Scotophilus leucogaster"
"5954",6776,"Dobsonia pannietensis"
"5963",8992,"Eudorcas albonotata"
"5964",19412,"Reithrodontomys microdon"
"5971",19318,"Rattus giluwensis"
"5972",5620,"Crocidura allex"
"5976",136791,"Rungwecebus kipunji"
"5979",21299,"Tachyoryctes splendens"
"5983",22050,"Tragelaphus spekii"
"5989",42629,"Microtus miurus"
"5990",12351,"Lophuromys melanonyx"
"5991",15662,"Otomys unisulcatus"
"5992",5766,"Cryptotis magna"
"5993",42664,"Elephantulus rufescens"
"5994",16633,"Perognathus amplus"
"5997",20321,"Solenodon paradoxus"
"6002",20065,"Scotophilus celebensis"
"6003",19376,"Ratufa affinis"
"6007",749,"Akodon neocenus"
"6008",8202,"Eulemur mongoz"
"6013",13215,"Mesocapromys angelcabrerai"
"6017",14183,"Myotis muricola"
"6044",39780,"Pongo abelii"
"6055",136196,"Eothenomys wardi"
"6056",19354,"Rattus novaeguineae"
"6057",17230,"Phyllotis osilae"
"6061",18102,"Potorous longipes"
"6065",18149,"Prionailurus rubiginosus"
"6067",20397,"Sorex milleri"
"6069",21456,"Taphozous hildegardeae"
"6074",42657,"Abrocoma cinerea"
"6075",21788,"Thomasomys pyrrhonotus"
"6076",9275,"Glossophaga longirostris"
"6082",15595,"Aegialomys galapagoensis"
"6084",2769,"Berylmys mackenziei"
"6088",136530,"Oligoryzomys brendae"
"6089",12825,"Marmota caudata"
"6090",15142,"Oecomys superans"
"6092",20391,"Sorex pribilofensis"
"6093",811,"Alcelaphus buselaphus"
"6109",136559,"Sigmodon toltecus"
"6112",136804,"Mico rondoni"
"6113",14203,"Myotis siligorensis"
"6120",63543,"Camelus ferus"
"6128",41286,"Lepus sinensis"
"6134",8825,"Galea spixii"
"6135",10591,"Hylomyscus baeri"
"6137",136818,"Melomys dollmani"
"6138",1891,"Apodemus draco"
"6142",8975,"Gazella spekei"
"6143",41333,"Crocidura macarthuri"
"6144",548,"Aepeomys lugens"
"6145",2146,"Arvicanthis nairobae"
"6146",42628,"Microtus xanthognathus"
"6147",11341,"Lasiopodomys fuscus"
"6148",16778,"Petromyscus collinus"
"6149",44789,"Glauconycteris alboguttata"
"6150",3415,"Cabassous unicinctus"
"6151",10133,"Hipposideros edwardshilli"
"6152",22035,"Trachypithecus cristatus"
"6161",136488,"Cryptotis mayensis"
"6163",15645,"Otomops formosus"
"6164",20293,"Sminthopsis psammophila"
"6168",15568,"Oryx dammah"
"6174",12271,"Lonchorhina fernandezi"
"6175",41610,"Herpestes brachyurus"
"6183",41879,"Lepus microtis"
"6185",44697,"Epomophorus crypturus"
"6186",18558,"Pseudomys albocinereus"
"6191",136588,"Ctenomys famosus"
"6192",2816,"Biswamoyopterus biswasi"
"6194",3812,"Capricornis sumatraensis"
"6220",5561,"Crocidura congobelgica"
"6221",7653,"Ellobius alaicus"
"6222",18773,"Pteropus loochoensis"
"6223",11342,"Lasiopodomys mandarinus"
"6227",136814,"Sorex antinorii"
"6228",7673,"Emballonura dianae"
"6235",15047,"Ochotona muliensis"
"6236",5582,"Crocidura stenocephala"
"6238",5809,"Ctenomys latro"
"6239",3126,"Bubalus depressicornis"
"6247",21461,"Taphozous melanopogon"
"6289",2446,"Axis calamianensis"
"6292",13877,"Mormoops blainvillei"
"6297",18114,"Praomys delectorum"
"6312",10597,"Hylomyscus stella"
"6316",12667,"Madoqua piacentinii"
"6318",136777,"Natalus primus"
"6348",10279,"Hybomys badius"
"6351",16746,"Petrogale penicillata"
"6355",136399,"Brachytarsomys villosa"
"6356",136827,"Miniopterus shortridgei"
