"","id_no","binomial"
"3584",22949,"Vespertilio sinensis"
"3599",29673,"Meles meles"
"3605",6091,"Cynomys ludovicianus"
"3606",15087,"Octodon bridgesi"
"3607",41671,"Pagophilus groenlandicus"
"3608",136332,"Alouatta nigerrima"
"3610",15243,"Oligoryzomys chacoensis"
"3611",18767,"Pteropus vetulus"
"3613",19567,"Rhinolophus silvestris"
"3614",18352,"Propithecus tattersalli"
"3615",2147,"Arvicanthis niloticus"
"3623",6687,"Dipodomys insularis"
"3624",13123,"Melomys leucogaster"
"3627",41579,"Avahi unicolor"
"3628",136412,"Peromyscus fraterculus"
"3637",5811,"Ctenomys lewisi"
"3638",136667,"Thomasomys apeco"
"3639",1550,"Anomalurus derbianus"
"3642",136229,"Plecotus macrobullaris"
"3652",13846,"Mops petersoni"
"3654",14931,"Nycteris intermedia"
"3656",10112,"Hipposideros beatus"
"3658",1933,"Aproteles bulmerae"
"3661",19410,"Reithrodontomys megalotis"
"3662",20761,"Rattus verecundus"
"3668",136237,"Microtus anatolicus"
"3669",136717,"Cebus nigritus"
"3670",136650,"Myotis occultus"
"3671",41521,"Mico humeralifer"
"3672",2957,"Brachiones przewalskii"
"3673",21522,"Taterillus congicus"
"3674",138,"Acerodon humilis"
"3676",29662,"Sorex caecutiens"
"3683",136729,"Akodon leucolimnaeus"
"3685",136236,"Neusticomys ferreirai"
"3686",19771,"Rupicapra pyrenaica"
"3692",5568,"Crocidura kivuana"
"3693",5823,"Ctenomys porteousi"
"3694",5815,"Ctenomys minutus"
"3697",14158,"Myotis fimbriatus"
"3702",6985,"Callistomys pictus"
"3704",13119,"Protochromys fellowsi"
"3705",136773,"Uromys boeadii"
"3707",136741,"Pipistrellus hesperidus"
"3739",41527,"Cormura brevirostris"
"3741",4766,"Chlorotalpa sclateri"
"3745",41262,"Ochotona himalayana"
"3746",6564,"Diclidurus scutatus"
"3747",21100,"Styloctenium wallacei"
"3755",41462,"Euroscaptor micrura"
"3763",136550,"Cryptotis peregrina"
"3765",14823,"Niviventer lepturus"
"3769",17029,"Phocoena spinipinnis"
"3770",41492,"Tupaia belangeri"
"3773",5638,"Crocidura ultima"
"3774",6441,"Dendromus kivu"
"3776",14171,"Myotis keenii"
"3794",39947,"Saguinus fuscicollis"
"3808",14541,"Neophascogale lorentzii"
"3809",15010,"Nyctophilus timoriensis"
"3817",11519,"Leopoldamys neilli"
"3820",39874,"Trachypithecus germaini"
"3823",14288,"Myzopoda aurita"
"3827",8827,"Galenomys garleppi"
"3829",550,"Aepyceros melampus"
"3833",15324,"Ondatra zibethicus"
"3837",20023,"Sciurus stramineus"
"3838",3592,"Callosciurus albescens"
"3839",5523,"Cricetulus alticola"
"3840",16872,"Phaner furcifer"
"3841",12703,"Malacomys edwardsi"
"3843",15007,"Nyctophilus microdon"
"3846",41301,"Sylvilagus obscurus"
"3852",136418,"Leopoldamys milleti"
"3853",15596,"Oryzomys gorgasi"
"3856",1802,"Aotus miconax"
"3857",41389,"Sorex bendirii"
"3860",41423,"Sorex ugyunak"
"3861",10164,"Hipposideros sumbae"
"3868",14003,"Musonycteris harrisoni"
"3869",14150,"Myotis californicus"
"3870",21771,"Thomasomys bombycinus"
"3871",21983,"Tonatia bidens"
"3873",21774,"Thomasomys daphne"
"3874",8385,"Euroscaptor mizura"
"3903",14085,"Myocastor coypus"
"3916",12553,"Macaca maura"
"3917",21151,"Sundamys maxi"
"3918",20299,"Sminthopsis fuliginosus"
"3919",44929,"Pipistrellus deserti"
"3923",7670,"Emballonura alecto"
"3969",3917,"Carpomys melanurus"
"3970",13211,"Mesembriomys gouldii"
"3974",41279,"Lepus coreanus"
"3975",11061,"Kunsia tomentosus"
"3976",571,"Aethomys hindei"
"3977",136627,"Lasiurus minor"
"3979",18117,"Praomys misonnei"
"3980",42600,"Dipodomys heermanni"
"3981",5636,"Crocidura picea"
"3982",9128,"Gerbillus hesperinus"
"3983",136259,"Chodsigoa caovansunga"
"3984",136359,"Melomys paveli"
"3985",21154,"Sundasciurus fraterculus"
"3989",44703,"Muntiacus vuquangensis"
"3994",136702,"Coendou quichua"
"3996",136836,"Paranyctimene tenax"
"3999",557,"Aeromys thomasi"
"4000",14603,"Neotragus batesi"
"4003",40546,"Sminthopsis macroura"
"4004",40028,"Micronycteris brosseti"
"4005",10826,"Indri indri"
"4006",136583,"Reithrodon typicus"
"4035",18560,"Pseudomys australis"
"4036",19530,"Rhinolophus celebensis"
"4049",41623,"Rhynchogale melleri"
"4051",42618,"Dicrostonyx groenlandicus"
"4059",45054,"Hylomyscus grandis"
"4060",12942,"Megadontomys thomasi"
"4061",16203,"Paraxerus alexandri"
"4063",21141,"Suncus ater"
"4064",13124,"Paramelomys levipes"
"4065",19323,"Rattus baluensis"
"4066",16894,"Phascolosorex dorsalis"
"4069",40019,"Cebus kaapori"
"4070",7619,"Eliomys melanurus"
"4083",9124,"Gerbillus gleadowi"
"4084",16653,"Peromyscus bullatus"
"4085",136313,"Dremomys gularis"
"4086",4685,"Chiropotes albinasus"
"4087",13381,"Trinycteris nicefori"
"4092",19474,"Rheithrosciurus macrotis"
"4093",4647,"Chimarrogale hantu"
"4096",11619,"Lepilemur microdon"
"4097",14141,"Myotis altarium"
"4098",18732,"Pteropus livingstonii"
"4100",9422,"Hyladelphys kalinowskii"
"4106",42660,"Elephantulus fuscus"
"4107",12753,"Mandrillus leucophaeus"
"4112",14825,"Niviventer rapit"
"4113",42564,"Spermophilus tridecemlineatus"
"4116",40593,"Hemicentetes semispinosus"
"4117",10053,"Hippocamelus antisensis"
"4120",15650,"Otomops secundus"
"4123",29485,"Murina ryukyuana"
"4126",3618,"Calomyscus bailwardi"
"4127",714,"Ailurus fulgens"
"4129",9135,"Gerbillus mesopotamiae"
"4130",136242,"Meles anakuma"
"4133",16270,"Parotomys brantsii"
"4134",3596,"Callosciurus finlaysonii"
"4138",22806,"Uromys rex"
"4139",39553,"Glaucomys sabrinus"
"4153",6928,"Pseudalopex gymnocercus"
"4154",13523,"Millardia kathleenae"
"4155",6285,"Dasyprocta mexicana"
"4158",136595,"Ctenomys sylvanus"
"4160",13650,"Molossus sinaloae"
"4162",14222,"Myrmecobius fasciatus"
"4170",40555,"Lasiorhinus latifrons"
"4186",41658,"Mustela putorius"
"4192",15249,"Oligoryzomys griseolus"
"4193",19540,"Rhinolophus euryotis"
"4211",23051,"Vulpes corsac"
"4212",136748,"Galea monasteriensis"
"4213",16651,"Peromyscus aztecus"
"4216",14932,"Nycteris javanica"
"4220",21799,"Thomomys bottae"
"4225",10831,"Inia geoffrensis"
"4233",10753,"Hystrix pumila"
"4235",17028,"Phocoena sinus"
"4236",18720,"Pteropus chrysoproctus"
"4247",3591,"Callosciurus adamsi"
"4248",3916,"Carpomys phaeurus"
"4249",7901,"Epomophorus angolensis"
"4250",12762,"Smutsia gigantea"
"4260",13048,"Melanomys zunigae"
"4261",1790,"Antrozous pallidus"
"4263",12656,"Macruromys major"
"4265",5571,"Crocidura longipes"
"4266",7953,"Equus kiang"
"4267",278,"Aconaemys fuscus"
"4268",18299,"Proechimys simonsi"
"4269",14021,"Mustela nivalis"
"4312",136666,"Notiosorex cockrumi"
"4313",15654,"Otomys irroratus"
"4315",21356,"Tamias bulleri"
"4316",2888,"Bos javanicus"
"4352",29672,"Martes foina"
"4363",7908,"Epomops dobsonii"
"4366",1087,"Neamblysomus gunningi"
"4367",136696,"Dendrolagus pulcherrimus"
"4370",136831,"Muntiacus montanus"
"4374",10170,"Hippotragus niger"
"4376",13159,"Meriones arimalius"
"4377",19408,"Reithrodontomys gracilis"
"4378",19519,"Rhinolophus mehelyi"
"4447",19552,"Rhinolophus marshalli"
"4449",20416,"Chodsigoa salenskii"
"4450",13445,"Microtus mongolicus"
"4451",136273,"Notiosorex evotis"
"4452",23049,"Vulpes bengalensis"
"4453",15652,"Otomys angoniensis"
"4458",21103,"Stylodipus telum"
"4470",5628,"Crocidura flavescens"
"4471",270,"Acomys mullah"
"4472",136749,"Cryptonanus unduaviensis"
"4473",2983,"Brachyphylla nana"
"4480",5614,"Crocidura paradoxura"
"4481",6982,"Phyllomys lamarum"
"4483",136295,"Ctenomys coyhaiquensis"
"4485",13695,"Monodelphis iheringi"
"4486",21520,"Gerbilliscus validus"
"4487",42581,"Tamias sonomae"
"4488",5084,"Coendou nycthemera"
"4490",136543,"Trinomys moojeni"
"4491",10009,"Heteromys nelsoni"
"4492",136548,"Natalus major"
"4494",136779,"Sorex maritimensis"
"4495",21511,"Gerbilliscus brantsii"
"4496",20392,"Sorex macrodon"
"4498",5145,"Colobus satanas"
"4501",1589,"Murexia habbema"
"4502",7655,"Ellobius lutescens"
"4503",6980,"Phyllomys dasythrix"
"4505",5622,"Crocidura bottegoides"
"4507",14928,"Nycteris gambiensis"
"4509",16664,"Peromyscus guardia"
"4513",21175,"Sus cebifrons"
"4519",21693,"Thallomys shortridgei"
"4520",39840,"Semnopithecus schistaceus"
"4522",15592,"Oryzomys couesi"
"4526",6089,"Cynomys mexicanus"
"4549",1900,"Apodemus ponticus"
"4550",39993,"Procolobus rufomitratus"
"4568",9740,"Harpyionycteris whiteheadi"
"4588",14914835,"Isothrix barbarabrownae"
"4589",18354,"Propithecus verreauxi"
"4590",136821,"Reithrodontomys bakeri"
"4591",19608,"Rhipidomys fulviventer"
"4592",136643,"Moschus anhuiensis"
"4593",41309,"Sylvilagus cognatus"
"4594",12548,"Macaca arctoides"
"4606",16669,"Peromyscus leucopus"
"4610",20743,"Stenoderma rufum"
"4615",17349,"Pipistrellus macrotis"
"4619",45047,"Myosorex kihaulei"
"4620",13173,"Meriones zarudnyi"
"4621",136629,"Phyllotis limatus"
"4622",13966,"Mus macedonicus"
"4626",41702,"Genetta tigrina"
"4627",42598,"Thomomys townsendii"
"4631",4308,"Chaerephon bivittatus"
"4632",14122,"Eospalax smithii"
"4633",15419,"Orcaella brevirostris"
"4639",29656,"Crocidura suaveolens"
"4651",14138,"Myotis adversus"
"4669",16691,"Peromyscus spicilegus"
"4670",19516,"Rhinolophus euryale"
"4684",7799,"Caryomys eva"
"4685",44853,"Pipistrellus crassulus"
"4689",136361,"Chaetodipus lineatus"
"4690",19484,"Rheomys mexicanus"
"4694",40488,"Ornithorhynchus anatinus"
"4699",41562,"Callicebus torquatus"
"4700",136644,"Rhinolophus formosae"
"4701",10148,"Hipposideros maggietaylorae"
"4709",19710,"Rhyncholestes raphanurus"
"4711",6664,"Santamartamys rufodorsalis"
"4712",15659,"Otomys sloggetti"
"4713",2062,"Arctocephalus tropicalis"
"4714",41543,"Aotus trivirgatus"
"4715",9467,"Graomys griseoflavus"
"4762",18533,"Pseudohydromys murinus"
"4765",19369,"Rattus tunneyi"
"4807",20026,"Sciurus yucatanensis"
"4808",3609,"Calomys boliviae"
"4810",41784,"Axis porcinus"
"4837",12869,"Mastomys shortridgei"
"4838",136527,"Cricetulus tibetanus"
"4841",41555,"Callicebus stephennashi"
"4842",14996,"Nyctinomops macrotis"
"4847",136351,"Epomophorus anselli"
"4849",41441,"Suncus stoliczkanus"
"4850",724,"Akodon affinis"
"4852",20191,"Sicista pseudonapaea"
"4853",18942,"Pygeretmus platyurus"
"4854",20386,"Sorex hosonoi"
"4861",40639,"Pseudochirulus forbesi"
"4862",14601,"Neotomys ebriosus"
"4863",20719,"Steatomys cuppedius"
"4865",18653,"Ptenochirus jagori"
"4894",2059,"Arctocephalus philippii"
"4895",21703,"Thamnomys kempi"
"4898",41023,"Mazama bororo"
"4900",22845,"Vandeleuria oleracea"
"4903",136772,"Tapecomys primus"
"4905",727,"Akodon bogotensis"
"4907",45058,"Lophuromys brevicaudus"
"4910",136514,"Miniopterus fuliginosus"
"4936",41355,"Crocidura roosevelti"
"4937",40577,"Cercartetus lepidus"
"4943",22575,"Tylomys tumbalensis"
"4944",19594,"Rhinopithecus avunculus"
"4947",40554,"Perameles nasuta"
"4954",42646,"Pseudohydromys musseri"
"4955",7674,"Emballonura monticola"
"4985",11498,"Lenomys meyeri"
"4986",39912,"Mico leucippe"
"4987",41440,"Suncus murinus"
"5057",6439,"Dendromus kahuziensis"
"5058",7904,"Epomophorus labiatus"
"5063",568,"Aethomys bocagei"
"5064",136593,"Rousettus linduensis"
"5065",41284,"Lepus peguensis"
"5066",14964,"Nyctimene certans"
"5073",735,"Abrothrix illuteus"
"5076",4143,"Philantomba monticola"
"5084",14191,"Myotis planiceps"
"5085",136362,"Apomys camiguinensis"
"5086",7015,"Echymipera clara"
"5088",19568,"Rhinolophus simulator"
"5093",19553,"Rhinolophus megaphyllus"
"5104",16709,"Peropteryx macrotis"
"5108",40509,"Metachirus nudicaudatus"
"5110",19575,"Rhinolophus virgo"
"5136",136439,"Petinomys mindanensis"
"5140",19742,"Romerolagus diazi"
"5159",20741,"Stenocephalemys griseicauda"
"5165",39828,"Pygathrix nigripes"
"5166",5760,"Cryptoprocta ferox"
"5167",7019,"Echymipera rufescens"
"5186",10851,"Irenomys tarsalis"
"5198",13648,"Molossus molossus"
"5231",9975,"Hesperoptenus blanfordi"
"5239",23141,"Xeromys myoides"
"5252",40643,"Leontopithecus chrysomelas"
"5254",39910,"Mico chrysoleucus"
"5255",41344,"Crocidura nigeriae"
"5260",136670,"Chelemys delfini"
"5262",41411,"Sorex planiceps"
"5265",13847,"Mops sarasinorum"
"5271",9250,"Globicephala melas"
"5274",11618,"Lepilemur leucopus"
"5275",19686,"Rhombomys opimus"
"5281",15137,"Oecomys phaeotis"
"5282",15730,"Ourebia ourebi"
"5292",16684,"Peromyscus pectoralis"
"5293",1140,"Ammodillus imbellis"
"5294",136737,"Calomys fecundus"
"5295",13390,"Microperoryctes papuensis"
"5297",20190,"Sicista napaea"
"5301",41710,"Viverricula indica"
"5314",12796,"Margaretamys elegans"
"5316",20018,"Sciurus pucheranii"
"5318",3570,"Callithrix aurita"
"5319",136274,"Phyllomys mantiqueirensis"
"5320",10748,"Hystrix africaeaustralis"
"5321",10913,"Jaculus orientalis"
"5326",136837,"Chaetodipus rudinoris"
"5330",136201,"Tadarida kuboriensis"
"5331",5074,"Coelops frithii"
"5339",17027,"Phocoena phocoena"
"5343",18502,"Pseudochirops archeri"
"5346",1681,"Antilope cervicapra"
"5348",21846,"Thryonomys gregorianus"
"5349",41639,"Galictis cuja"
"5352",18737,"Pteropus mariannus"
"5369",20489,"Spermophilus perotensis"
"5370",20599,"Sphaeronycteris toxophyllum"
"5372",29459,"Soricomys musseri"
"5374",2993,"Brachyteles arachnoides"
"5375",136322,"Zaglossus attenboroughi"
"5376",959,"Alticola tuvinicus"
"5388",19708,"Rhynchocyon petersi"
"5399",41466,"Mogera robusta"
"5400",9488,"Graphiurus ocularis"
"5401",14360,"Natalus stramineus"
"5409",41586,"Pseudalopex fulvipes"
"5411",4604,"Chelemys megalonyx"
"5412",17344,"Pipistrellus javanicus"
"5453",40544,"Sminthopsis hirtipes"
"5456",15005,"Nyctophilus heran"
"5457",40513,"Monodelphis brevicaudata"
"5458",21453,"Taphozous achates"
"5469",1620,"Anthops ornatus"
"5474",20718,"Steatomys caurinus"
"5475",20955,"Sturnira luisi"
"5477",41210,"Praomys degraaffi"
"5479",42595,"Thomomys clusius"
"5480",6445,"Dendromus messorius"
"5484",10707,"Hyperoodon ampullatus"
"5485",136302,"Abrocoma uspallata"
"5486",21378,"Tamiasciurus mearnsi"
"5487",61924,"Dasypus yepesi"
"5488",15091,"Octodontomys gliroides"
"5489",136528,"Pteropus keyensis"
"5492",16851,"Phalanger matanim"
"5493",136582,"Habromys ixtlani"
"5494",14026,"Mustela felipei"
"5495",44854,"Pipistrellus eisentrauti"
"5497",136246,"Pteropus yapensis"
"5498",8257,"Euneomys mordax"
"5499",16138,"Parantechinus apicalis"
"5503",22801,"Uromys caudimaculatus"
"5520",40505,"Marmosa murina"
"5529",41292,"Poelagus marjorita"
"5533",41414,"Sorex roboratus"
"5534",9561,"Gulo gulo"
"5549",16218,"Pardofelis marmorata"
"5566",6277,"Dasyprocta punctata"
"5568",136372,"Vandeleuria nilagirica"
"5570",136617,"Thylamys cinderella"
"5571",136792,"Crocidura lepidura"
"5572",21357,"Tamias durangae"
"5574",39915,"Aotus brumbacki"
"5575",13165,"Meriones meridianus"
"5578",136715,"Melomys caurinus"
"5580",41632,"Conepatus leuconotus"
"5581",20638,"Spilocuscus papuensis"
"5582",41612,"Herpestes fuscus"
"5585",136457,"Brucepattersonius misionensis"
"5586",136628,"Microgale jobihely"
"5587",42654,"Peromyscus polionotus"
"5593",10985,"Kerivoula picta"
"5610",41551,"Callicebus cupreus"
"5611",6925,"Pseudalopex sechurae"
"5614",8242,"Eumops bonariensis"
"5619",16507,"Pelomys isseli"
"5622",17003,"Phloeomys cumingi"
"5627",6509,"Desmodillus auricularis"
"5628",12646,"Macrotarsomys ingens"
"5629",2283,"Ateles paniscus"
"5631",42662,"Elephantulus myurus"
"5632",41394,"Sorex dispar"
"5637",15587,"Oreoryzomys balneator"
"5638",20215,"Sigmodon leucotis"
"5639",41442,"Suncus varilla"
"5641",41618,"Herpestes urva"
"5645",5806,"Ctenomys fulvus"
"5646",41631,"Conepatus humboldtii"
"5647",136228,"Salinomys delicatus"
"5650",10977,"Kerivoula lanosa"
"5651",19486,"Rheomys thomasi"
"5654",5526,"Cricetulus longicaudatus"
"5655",2057,"Arctocephalus galapagoensis"
"5656",12349,"Lophuromys cinereus"
"5657",11503,"Leontopithecus caissara"
"5661",16707,"Peropteryx kappleri"
"5662",20476,"Spermophilus townsendii"
"5663",20009,"Sciurus gilvigularis"
"5666",1916,"Apomys sacobianus"
"5667",21786,"Thomasomys oreas"
"5668",12764,"Manis pentadactyla"
"5671",14303,"Naemorhedus griseus"
"5678",136587,"Pteralopex flanneryi"
"5683",136388,"Chrotomys sibuyanensis"
"5684",18758,"Pteropus scapulatus"
"5697",19517,"Rhinolophus ferrumequinum"
"5730",14660,"Nesokia bunnii"
"5731",14587,"Neotoma fuscipes"
"5732",20033,"Scleronycteris ega"
"5733",5587,"Crocidura wimmeri"
"5734",45090,"Praomys verschureni"
"5735",42666,"Meriones shawi"
"5736",6772,"Dobsonia beauforti"
"5744",39953,"Aotus zonalis"
"5745",20013,"Sciurus igniventris"
"5747",41640,"Galictis vittata"
"5751",18240,"Procolobus badius"
"5756",21465,"Taphozous theobaldi"
"5765",44934,"Scotophilus nucella"
"5768",9451,"Grammomys buntingi"
"5769",3038,"Bradypus variegatus"
"5770",13446,"Microtus montebelli"
"5776",14661,"Nesokia indica"
"5786",136345,"Thomasomys erro"
"5787",14863,"Notomys fuscus"
"5788",1789,"Bauerus dubiaquercus"
"5791",41384,"Sorex alaskanus"
"5792",16656,"Peromyscus crinitus"
"5794",21773,"Thomasomys cinereus"
"5795",4145,"Cephalophus niger"
"5796",18292,"Trinomys myosuros"
"5797",20688,"Srilankamys ohiensis"
"5800",13980,"Mus setulosus"
"5803",8205,"Eulemur cinereiceps"
"5808",16675,"Peromyscus mekisturus"
"5810",6794,"Dorcopsis atrata"
"5811",12126,"Lissodelphis peronii"
"5812",19368,"Rattus tiomanicus"
"5823",21221,"Sylvisorex morio"
"5824",41755,"Physeter macrocephalus"
"5876",13140,"Melonycteris woodfordi"
"5885",136533,"Tragulus williamsoni"
"5887",17570,"Platyrrhinus helleri"
"5889",5224,"Conilurus penicillatus"
"5894",3572,"Callithrix geoffroyi"
"5895",136305,"Trinomys mirapitanga"
"5896",13489,"Microtus subterraneus"
"5904",10548,"Hylobates lar"
"5911",13126,"Paramelomys mollis"
"5914",14958,"Nyctimene malaitensis"
"5916",135725,"Mus musculoides"
"5918",7938,"Vespadelus pumilus"
"5921",764,"Akodon torques"
"5922",15254,"Oligoryzomys vegetus"
"5923",20431,"Spalax graecus"
"5926",29473,"Pteralopex taki"
"5929",9277,"Glossophaga soricina"
"5933",5796,"Ctenomys australis"
"5934",41780,"Tragulus javanicus"
"5936",136700,"Rattus salocco"
"5937",136505,"Artibeus rosenbergii"
"5978",14829,"Noctilio albiventris"
"5979",12078,"Lionycteris spurrelli"
"5980",15051,"Ochotona nubrica"
"5981",136283,"Hylaeamys acritus"
"5982",10154,"Hipposideros pomona"
"5989",136556,"Ctenomys juris"
"5990",136797,"Spilogale gracilis"
"5991",18847,"Pudu mephistophiles"
"5993",2611,"Bassaricyon lasius"
"5994",22574,"Tylomys panamensis"
"5995",41690,"Arctictis binturong"
"6005",10004,"Heteromys anomalus"
"6011",14822,"Niviventer langbianis"
"6016",6299,"Dasyurus albopunctatus"
"6018",3859,"Cardioderma cor"
"6025",136205,"Oxymycterus amazonicus"
"6026",15933,"Pan troglodytes"
"6053",13839,"Mops congicus"
"6054",21879,"Thyroptera tricolor"
"6057",14119,"Myospalax myospalax"
"6059",15049,"Ochotona gaoligongensis"
"6060",21974,"Tolypeutes matacus"
"6061",10341,"Hyemoschus aquaticus"
"6064",20069,"Scotophilus leucogaster"
"6075",6776,"Dobsonia pannietensis"
"6084",8992,"Eudorcas albonotata"
"6085",19412,"Reithrodontomys microdon"
"6092",19318,"Rattus giluwensis"
"6093",5620,"Crocidura allex"
"6097",136791,"Rungwecebus kipunji"
"6100",21299,"Tachyoryctes splendens"
"6104",22050,"Tragelaphus spekii"
"6110",42629,"Microtus miurus"
"6111",12351,"Lophuromys melanonyx"
"6112",15662,"Otomys unisulcatus"
"6113",5766,"Cryptotis magna"
"6114",42664,"Elephantulus rufescens"
"6115",16633,"Perognathus amplus"
"6118",20321,"Solenodon paradoxus"
"6123",20065,"Scotophilus celebensis"
"6124",19376,"Ratufa affinis"
"6128",749,"Akodon neocenus"
"6129",8202,"Eulemur mongoz"
"6134",13215,"Mesocapromys angelcabrerai"
"6138",14183,"Myotis muricola"
"6165",39780,"Pongo abelii"
"6176",136196,"Eothenomys wardi"
"6177",19354,"Rattus novaeguineae"
"6178",17230,"Phyllotis osilae"
"6182",18102,"Potorous longipes"
"6186",18149,"Prionailurus rubiginosus"
"6188",20397,"Sorex milleri"
"6190",21456,"Taphozous hildegardeae"
"6195",42657,"Abrocoma cinerea"
"6196",21788,"Thomasomys pyrrhonotus"
"6197",9275,"Glossophaga longirostris"
"6203",15595,"Aegialomys galapagoensis"
"6205",2769,"Berylmys mackenziei"
"6209",136530,"Oligoryzomys brendae"
"6210",12825,"Marmota caudata"
"6211",15142,"Oecomys superans"
"6213",20391,"Sorex pribilofensis"
"6214",41666,"Zalophus californianus"
"6215",811,"Alcelaphus buselaphus"
"6231",136559,"Sigmodon toltecus"
"6234",136804,"Mico rondoni"
"6235",14203,"Myotis siligorensis"
"6242",63543,"Camelus ferus"
"6250",41286,"Lepus sinensis"
"6256",8825,"Galea spixii"
"6257",10591,"Hylomyscus baeri"
"6259",136818,"Melomys dollmani"
"6260",1891,"Apodemus draco"
"6264",8975,"Gazella spekei"
"6265",41333,"Crocidura macarthuri"
"6266",548,"Aepeomys lugens"
"6267",2146,"Arvicanthis nairobae"
"6268",42628,"Microtus xanthognathus"
"6269",11341,"Lasiopodomys fuscus"
"6270",16778,"Petromyscus collinus"
"6271",44789,"Glauconycteris alboguttata"
